,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
286,moncton,20,CA,1580954353,47,46.12,-64.8,264.15,6.2
287,vila,92,PT,1580954445,66,42.03,-8.16,287.04,5.7
288,coihaique,0,CL,1580954446,66,-45.58,-72.07,283.15,1.5
289,thinadhoo,100,MV,1580954446,80,0.53,72.93,301.24,6.64
290,monrovia,40,LR,1580954447,94,6.3,-10.8,297.15,1.91
291,ukiah,100,US,1580954447,80,39.15,-123.21,285.37,1.25
292,camana,60,PE,1580954447,76,-16.62,-72.71,292.21,1.12
293,husavik,100,IS,1580954448,70,66.04,-17.34,280.15,19.5
294,ketchikan,100,IS,1580954448,70,66.04,-17.34,280.15,19.5
295,nhulunbuy,40,AU,1580954449,59,-12.23,136.77,305.15,4.1
296,katsuura,75,JP,1580954451,38,35.13,140.3,280.37,7.7
297,inuvik,75,CA,1580954325,75,68.35,-133.72,246.15,2.6
298,acapulco,90,MX,1580954181,78,16.86,-99.89,300.15,2.1
299,kaili,78,ID,1580954454,83,-3.46,120.21,296.01,1.22
300,dingle,78,ID,1580954454,83,-3.46,120.21,296.01,1.22
301,severo-kurilsk,100,RU,1580954455,61,50.68,156.12,265.23,1.82
302,isangel,75,VU,1580954455,70,-19.55,169.27,304.15,5.1
303,okhotsk,100,RU,1580954455,79,59.38,143.3,252.35,3.07
304,puerto quijarro,100,RU,1580954455,79,59.38,143.3,252.35,3.07
305,vanimo,100,RU,1580954455,79,59.38,143.3,252.35,3.07
306,westport,90,US,1580954456,48,41.14,-73.36,278.15,2.1
307,santa helena,100,BR,1580954457,97,-2.23,-45.3,296.02,0.68
308,yar-sale,100,RU,1580954458,96,66.83,70.83,272.0,7.3
309,hovd,100,RU,1580954458,96,66.83,70.83,272.0,7.3
310,boende,18,CD,1580954458,82,-0.22,20.87,295.17,1.11
311,brigantine,90,US,1580954458,52,39.41,-74.36,279.15,4.1
312,pernik,90,BG,1580954459,92,42.6,23.03,272.15,0.5
313,altamira,86,BR,1580954172,98,-3.2,-52.21,295.96,1.45
314,bacong,86,BR,1580954172,98,-3.2,-52.21,295.96,1.45
315,bukama,100,CD,1580954460,99,-9.2,25.85,291.34,0.26
316,bridgewater,1,CA,1580954395,68,44.38,-64.52,268.15,2.4
317,valleyview,100,CA,1580954447,78,55.07,-117.29,273.56,5.14
318,hasaki,20,JP,1580954461,27,35.73,140.83,278.15,12.3
319,caravelas,100,BR,1580954461,84,-17.71,-39.25,299.86,4.34
320,saint anthony,1,US,1580954461,62,45.02,-93.22,267.15,1.5
321,broken hill,0,AU,1580954461,35,-31.95,141.43,302.15,3.1
322,piacabucu,99,BR,1580954462,85,-10.41,-36.43,298.96,2.87
323,kaitangata,90,NZ,1580954462,69,-46.28,169.85,285.78,10.23
324,kangaatsiaq,0,GL,1580954464,84,68.31,-53.46,260.79,0.79
325,san ramon,1,US,1580954380,66,37.78,-121.98,289.15,1.5
326,sivaki,100,RU,1580954464,90,52.63,126.75,253.69,3.37
327,gorin,67,RU,1580954465,93,51.2,136.67,252.46,2.03
328,angoche,0,MZ,1580954465,91,-16.23,39.91,296.21,1.73
329,seoul,1,KR,1580954224,44,37.57,126.98,266.15,1.5
330,najran,95,SA,1580954466,48,17.49,44.13,289.15,0.56
331,port hardy,90,CA,1580954466,100,50.7,-127.42,277.15,2.6
332,springbok,18,ZA,1580954467,78,-29.66,17.89,287.5,2.04
333,cidreira,8,BR,1580954467,87,-30.18,-50.21,297.89,9.48
334,bajil,61,YE,1580954467,80,15.06,43.29,294.52,0.9
335,sangar,51,RU,1580954468,95,63.92,127.47,234.62,0.49
336,bandarbeyla,72,SO,1580954468,71,9.49,50.81,297.85,8.45
337,kupang,20,ID,1580954463,70,-10.17,123.58,303.15,4.6
338,adre,75,TD,1580954469,21,13.47,22.2,289.44,3.78
339,lago da pedra,100,BR,1580954470,99,-4.33,-45.17,295.52,2.11
340,konstantinovka,100,RU,1580954471,76,49.62,127.98,254.0,6.94
341,rondonopolis,100,BR,1580954268,92,-16.47,-54.64,296.84,0.58
342,pandan,84,PH,1580954471,80,14.05,124.17,299.87,10.28
343,oshikango,0,NA,1580954472,83,-17.4,15.88,297.15,0.5
344,nantucket,90,US,1580954472,59,41.28,-70.1,276.48,3.6
345,harrai,100,IN,1580954472,58,22.62,79.22,290.5,2.06
346,morant bay,20,JM,1580954473,69,17.88,-76.41,300.15,10.8
347,naze,75,JP,1580954473,54,28.37,129.48,289.15,6.2
348,chemin grenier,40,MU,1580954474,83,-20.49,57.47,299.15,4.6
349,alofi,75,NU,1580954474,78,-19.06,-169.92,301.15,6.2
350,carnarvon,0,AU,1580954475,78,-24.87,113.63,300.15,7.2
351,luderitz,0,NA,1580954475,81,-26.65,15.16,291.2,10.76
352,quatre cocos,0,NA,1580954475,81,-26.65,15.16,291.2,10.76
353,raudeberg,100,NO,1580954476,93,61.99,5.14,280.15,5.1
354,pevek,100,NO,1580954476,93,61.99,5.14,280.15,5.1
355,abu dhabi,0,AE,1580954441,93,24.47,54.37,290.15,1.0
356,aksaray,75,TR,1580954478,61,38.37,34.03,281.15,3.6
357,malvern,90,US,1580954434,93,34.36,-92.81,279.26,2.1
358,cap-aux-meules,90,CA,1580954478,62,47.38,-61.86,267.15,11.8
359,semey,83,KZ,1580954479,78,50.41,80.23,264.15,3.0
360,putnok,0,HU,1580954479,64,48.3,20.43,269.64,1.81
361,santa maria,0,BR,1580954424,83,-29.68,-53.81,299.15,4.1
362,alegrete,0,BR,1580954392,56,-29.78,-55.79,300.06,5.07
363,buzmeyin,0,TM,1580954480,36,38.05,58.21,274.15,2.1
364,alyangula,75,AU,1580954481,70,-13.85,136.42,304.15,3.1
365,ercis,40,TR,1580954481,74,39.03,43.36,271.15,3.1
366,mehran,0,IR,1580954481,55,33.12,46.16,276.15,2.1
367,ereymentau,100,KZ,1580954482,94,51.62,73.1,272.6,10.97
368,nanortalik,100,GL,1580954482,78,60.14,-45.24,271.15,2.73
369,mitu,4,CO,1580954483,73,1.2,-70.17,297.16,1.03
370,todos santos,75,MX,1580954406,59,23.45,-110.22,290.15,5.1
371,ormara,0,PK,1580954484,56,25.21,64.64,294.13,5.77
372,narrabri,90,AU,1580954484,82,-30.32,149.78,293.15,4.6
373,san patricio,75,MX,1580954485,74,19.22,-104.7,300.15,7.7
374,la ronge,40,CA,1580954485,70,55.1,-105.28,252.15,4.1
375,san nicolas,20,PH,1580954486,61,18.17,120.6,300.15,3.1
376,kysyl-syr,27,RU,1580954486,97,63.9,122.76,236.37,0.82
377,yaan,97,NG,1580954487,11,7.38,8.57,298.75,2.03
378,gbadolite,12,CD,1580954487,53,4.28,21.02,294.17,0.9
379,zhezkazgan,75,KZ,1580954491,92,47.8,67.71,267.15,6.0
380,berdigestyakh,10,RU,1580954492,95,62.1,126.7,239.57,0.06
381,saint george,1,US,1580954382,47,37.1,-113.58,278.15,4.6
382,margate,0,GB,1580954493,93,51.38,1.39,277.04,2.1
383,guerrero negro,36,MX,1580954493,42,27.98,-114.06,286.25,8.51
384,machico,20,PT,1580954494,77,32.7,-16.77,291.15,2.1
385,vao,37,NC,1580954494,81,-22.67,167.48,299.43,9.09
386,balaka,100,MW,1580954494,92,-14.98,34.96,294.3,0.81
387,tsihombe,100,MW,1580954494,92,-14.98,34.96,294.3,0.81
388,the valley,20,AI,1580954495,73,18.22,-63.06,299.15,5.1
389,umm lajj,0,SA,1580954495,42,25.02,37.27,286.32,0.22
390,seymchan,100,RU,1580954496,85,62.88,152.43,243.26,3.85
391,bagepalli,40,IN,1580954496,100,13.78,77.79,289.15,1.5
392,uong bi,75,VN,1580954497,93,21.03,106.78,292.15,0.5
393,santander,4,ES,1580954497,80,43.46,-3.8,280.93,1.0
394,strezhevoy,75,RU,1580954497,90,60.73,77.59,273.15,6.0
395,trairi,100,BR,1580954498,92,-3.28,-39.27,295.35,0.56
396,tanhacu,100,BR,1580954498,85,-14.02,-41.25,295.49,2.46
397,hauterive,100,FR,1580954498,92,46.09,3.45,273.15,2.1
398,ganzhou,100,CN,1580954498,96,28.82,115.43,280.26,2.67
399,samarai,100,PG,1580954499,53,-10.62,150.67,305.74,2.0
400,axim,84,GH,1580954499,91,4.87,-2.24,297.72,1.24
401,vestmannaeyjar,100,IS,1580954499,92,63.44,-20.27,281.06,13.72
402,kailua,100,IS,1580954499,92,63.44,-20.27,281.06,13.72
403,pokhara,0,NP,1580954500,53,28.23,83.98,286.11,0.68
404,bardiyah,0,NP,1580954500,53,28.23,83.98,286.11,0.68
405,donskoy,0,RU,1580954501,89,53.97,38.34,262.81,4.56
406,sarangani,86,PH,1580954501,75,5.4,125.46,300.76,1.54
407,torremolinos,75,ES,1580954501,77,36.62,-4.5,288.15,5.7
408,whitehorse,90,CA,1580954420,86,60.72,-135.05,271.15,6.2
409,paamiut,100,GL,1580954502,65,61.99,-49.67,271.82,3.55
410,tzaneen,100,ZA,1580954502,56,-23.83,30.16,293.15,4.6
411,talnakh,75,RU,1580954503,85,69.49,88.4,261.15,13.0
412,fare,4,PF,1580954503,72,-16.7,-151.02,301.01,5.35
413,tocopilla,4,PF,1580954503,72,-16.7,-151.02,301.01,5.35
414,takapau,4,PF,1580954503,72,-16.7,-151.02,301.01,5.35
415,shanghai,20,CN,1580954502,56,31.22,121.46,284.82,7.0
416,senanga,86,ZM,1580954506,92,-16.12,23.27,292.51,1.67
417,kawalu,45,ID,1580954506,56,-7.38,108.21,303.25,1.01
418,carballo,100,ES,1580954507,93,43.21,-8.69,281.48,3.1
419,dunedin,53,NZ,1580954489,64,-45.87,170.5,289.82,8.91
420,christchurch,9,NZ,1580954211,52,-43.53,172.63,296.48,6.7
421,tuljapur,0,IN,1580954509,45,18.0,76.08,296.76,5.15
422,witu,88,KE,1580954510,87,-2.39,40.44,298.28,3.4
423,tual,39,ID,1580954510,72,-5.67,132.75,302.55,3.04
424,durban,55,ZA,1580954298,88,-29.86,31.03,298.71,0.5
425,olafsvik,100,IS,1580954511,93,64.89,-23.71,278.99,11.59
426,puerto escondido,5,MX,1580954511,74,15.85,-97.07,300.15,2.6
427,minot,75,US,1580954457,74,48.23,-101.3,271.15,1.5
428,plochingen,18,DE,1580954512,92,48.71,9.42,270.93,0.5
429,salzwedel,75,DE,1580954512,80,52.85,11.15,277.04,3.6
430,albury,30,AU,1580954404,28,-36.08,146.92,304.82,3.6
431,alugan,92,PH,1580954513,87,12.22,125.48,300.07,6.61
432,tarko-sale,100,RU,1580954514,95,64.92,77.78,270.25,10.86
433,thung song,20,TH,1580954514,83,8.16,99.68,300.15,4.89
434,mayo,90,US,1580954514,86,38.89,-76.51,278.15,3.1
435,wajima,75,JP,1580954515,79,37.4,136.9,270.15,3.6
436,santa rosa,90,PH,1580954515,78,14.31,121.11,300.37,2.1
437,canton,75,CN,1580954451,72,23.12,113.25,290.37,2.0
438,ust-tarka,100,RU,1580954517,95,55.57,75.7,269.4,7.27
439,rudnogorsk,97,RU,1580954517,94,57.26,103.75,257.52,1.13
440,honningsvag,84,NO,1580954517,51,70.98,25.97,272.5,15.42
441,galich,75,RU,1580954518,96,58.38,42.35,259.32,3.2
442,mount isa,75,RU,1580954518,96,58.38,42.35,259.32,3.2
443,bathsheba,40,BB,1580954519,78,13.22,-59.52,299.15,7.7
444,gambela,40,BB,1580954519,78,13.22,-59.52,299.15,7.7
445,boulder,1,US,1580954521,85,40.08,-105.35,269.15,2.1
446,kalemie,99,CD,1580954521,89,-5.95,29.19,290.64,0.41
447,sitka,99,CD,1580954521,89,-5.95,29.19,290.64,0.41
448,kundiawa,87,PG,1580954522,75,-6.02,144.97,293.65,1.4
449,sagay,100,PH,1580954522,83,10.94,123.42,300.13,8.51
450,matagami,90,CA,1580954523,78,49.75,-77.63,263.15,6.2
451,puerto narino,40,CO,1580954523,100,-3.77,-70.38,299.15,1.5
452,malakal,98,SS,1580954524,14,9.53,31.66,294.73,3.18
453,neuquen,29,AR,1580954524,28,-38.95,-68.06,293.15,6.7
454,peterhead,29,AR,1580954524,28,-38.95,-68.06,293.15,6.7
455,krasnoselkup,100,RU,1580954525,94,65.7,82.47,270.33,12.12
456,ilulissat,100,RU,1580954525,94,65.7,82.47,270.33,12.12
457,nisia floresta,100,RU,1580954525,94,65.7,82.47,270.33,12.12
458,quartz hill,1,US,1580954526,55,34.65,-118.22,288.15,3.1
459,cranbrook,75,CA,1580954445,73,49.5,-115.77,268.15,1.0
460,howard springs,75,AU,1580954527,59,-12.5,131.05,307.59,3.6
461,richards bay,9,ZA,1580954527,86,-28.78,32.04,298.48,3.9
462,fortuna,90,US,1580954528,93,40.6,-124.16,284.15,4.1
463,makakilo city,90,US,1580954528,83,21.35,-158.09,299.15,3.1
464,kapoeta,70,SS,1580954528,43,4.77,33.59,301.65,4.97
465,mizdah,0,LY,1580954529,61,31.45,12.98,279.16,5.14
466,anadyr,0,RU,1580954529,66,64.75,177.48,239.26,1.0
467,alamos,0,RU,1580954529,66,64.75,177.48,239.26,1.0
468,ziarat,0,PK,1580954530,59,30.38,67.73,269.26,3.03
469,deputatskiy,59,RU,1580954531,97,69.3,139.9,239.87,0.8
470,port hedland,40,AU,1580954531,39,-20.32,118.57,310.15,11.8
471,karauzyak,40,AU,1580954531,39,-20.32,118.57,310.15,11.8
472,tuatapere,67,NZ,1580954532,47,-46.13,167.68,287.7,2.53
473,bokoro,0,TD,1580954532,16,12.38,17.06,291.35,3.79
474,ixtapa,75,MX,1580954405,78,20.7,-105.2,295.15,1.5
475,kloulklubed,90,PW,1580954533,88,7.04,134.26,300.15,2.1
476,garowe,100,SO,1580954534,72,8.41,48.48,291.14,2.83
477,rakiv lis,4,UA,1580954534,73,51.62,24.92,271.41,4.1
478,peace river,90,CA,1580954492,92,56.25,-117.29,269.15,2.1
479,tondano,40,ID,1580954535,74,1.3,124.91,303.15,2.1
480,purpe,100,RU,1580954535,95,64.48,76.69,270.5,10.91
481,krasnomayskiy,100,RU,1580954536,91,57.62,34.41,270.06,6.39
482,camacha,20,PT,1580954536,82,33.08,-16.33,291.15,3.6
483,schramberg,33,DE,1580954536,100,48.22,8.39,273.15,0.95
484,butterworth,20,MY,1580954537,78,5.4,100.36,300.15,3.1
485,namibe,100,AO,1580954538,86,-15.2,12.15,296.19,3.45
486,quzhou,100,CN,1580954539,93,28.96,118.87,279.25,5.44
487,leshukonskoye,93,RU,1580954540,97,64.9,45.76,255.49,2.04
488,simplicio mendes,100,BR,1580954540,94,-7.85,-41.91,295.02,0.72
489,lufilufi,100,BR,1580954540,94,-7.85,-41.91,295.02,0.72
490,sao jose da coroa grande,87,BR,1580954541,78,-8.9,-35.15,300.62,4.38
491,victoria,20,HK,1580954453,72,22.29,114.16,291.48,10.3
492,broome,90,US,1580954542,68,42.25,-75.83,270.93,2.04
493,rio cuarto,75,AR,1580954542,88,-33.13,-64.35,294.15,2.6
494,zhigansk,23,RU,1580954542,94,66.77,123.37,235.06,1.21
495,rosetta,0,EG,1580954543,55,31.4,30.42,289.04,8.77
496,patan,75,NP,1580954543,100,27.67,85.33,278.15,1.38
497,meulaboh,79,ID,1580954543,75,4.14,96.13,300.33,3.22
498,kulhudhuffushi,0,MV,1580954544,73,6.62,73.07,300.81,5.08
499,shelburne,1,CA,1580954480,85,44.08,-80.2,269.26,1.71
500,barra do garcas,100,BR,1580954396,90,-15.89,-52.26,295.77,0.57
501,santa catarina de tepehuanes,0,MX,1580954545,65,25.35,-105.73,274.22,9.01
502,oswego,90,US,1580954545,73,43.45,-76.15,271.15,2.1
503,antofagasta,75,CL,1580954546,82,-23.65,-70.4,295.37,4.6
504,aktash,42,RU,1580954548,81,50.3,87.73,259.89,3.11
505,opuwo,42,RU,1580954548,81,50.3,87.73,259.89,3.11
506,pisco,75,PE,1580954549,88,-13.7,-76.22,295.15,7.2
507,yining,100,CN,1580954549,95,29.04,114.56,279.7,1.66
508,chabahar,0,IR,1580954550,82,25.29,60.64,286.15,1.39
509,rincon,90,US,1580954550,93,32.3,-81.24,293.15,2.85
510,tyret pervaya,66,RU,1580954550,94,53.67,102.31,262.0,2.25
511,providencia,14,MX,1580954551,45,28.72,-111.58,286.48,1.79
512,nishihara,40,JP,1580954551,48,26.18,127.76,291.15,5.7
513,mondlo,100,ZA,1580954464,67,-27.98,30.72,290.13,1.66
514,rensvik,100,NO,1580954552,100,63.1,7.82,280.15,19.5
515,naraina,40,IN,1580954553,71,26.78,75.2,285.15,1.1
516,fevik,100,NO,1580954553,81,58.38,8.68,279.26,4.1
517,pitimbu,40,BR,1580954369,83,-7.47,-34.81,300.15,2.6
518,royan,0,FR,1580954554,75,45.63,-1.03,278.15,3.1
519,waipawa,22,NZ,1580954553,53,-41.41,175.52,295.15,7.7
520,sao joao da barra,22,NZ,1580954553,53,-41.41,175.52,295.15,7.7
521,turinsk,63,RU,1580954555,93,58.05,63.7,263.14,3.61
522,zhanaozen,32,KZ,1580954556,68,43.3,52.8,275.94,8.21
523,seminole,75,US,1580954556,83,28.71,-81.21,295.93,3.1
524,sokoni,0,TZ,1580954557,80,-6.43,39.55,300.45,4.22
525,terrace,75,CA,1580954388,100,54.52,-128.6,276.15,4.6
526,ibra,93,OM,1580954557,74,22.69,58.53,288.29,1.54
527,gorontalo,5,ID,1580954558,58,0.54,123.06,304.68,2.99
528,altay,93,CN,1580954558,84,47.87,88.12,265.23,0.48
529,progreso,5,MX,1580954558,48,21.28,-89.67,303.15,4.1
530,xiuyan,0,CN,1580954559,24,40.29,123.27,262.48,0.4
531,moerai,3,PF,1580954559,79,-22.43,-151.33,299.98,9.11
532,basco,28,PH,1580954560,75,20.45,121.97,296.7,10.37
533,otoka,0,BA,1580954560,69,44.96,16.18,271.64,4.06
534,itaituba,100,BR,1580954560,90,-4.28,-55.98,296.4,0.62
535,itoman,40,JP,1580954561,48,26.12,127.67,291.15,5.7
536,palu,71,ID,1580954561,58,-0.89,119.87,301.68,1.62
537,isla mujeres,20,MX,1580954359,78,21.23,-86.73,300.15,6.2
538,honiara,20,MX,1580954359,78,21.23,-86.73,300.15,6.2
539,paita,100,PE,1580954562,70,-5.09,-81.11,298.39,3.51
540,forestville,90,US,1580954422,93,38.85,-76.88,277.59,3.6
541,skjervoy,100,NO,1580954563,69,70.03,20.97,270.73,15.18
542,san policarpo,92,PH,1580954564,87,12.18,125.51,300.07,6.61
543,aqtobe,90,KZ,1580954439,86,50.28,57.21,271.15,6.0
544,ontario,1,US,1580954566,43,34.06,-117.65,289.15,3.1
545,port macquarie,90,AU,1580954530,94,-31.43,152.92,294.26,3.1
546,kharp,100,RU,1580954567,94,66.8,65.81,259.37,5.89
547,brae,64,GB,1580954568,93,60.4,-1.35,281.15,7.7
548,macclesfield,64,GB,1580954568,93,60.4,-1.35,281.15,7.7
549,moberly,90,US,1580954569,92,39.42,-92.44,271.15,4.6
550,atar,0,MR,1580954569,12,20.52,-13.05,290.11,3.07
551,lima,78,PE,1580954300,83,-12.04,-77.03,296.15,4.6
552,gummidipundi,20,IN,1580954570,94,13.4,80.15,296.48,1.0
553,nizhniy kuranakh,20,IN,1580954570,94,13.4,80.15,296.48,1.0
554,kandrian,98,PG,1580954571,74,-6.22,149.55,301.47,3.98
555,griffith,90,US,1580954571,92,41.53,-87.42,271.48,5.1
556,viransehir,0,TR,1580954571,82,37.24,39.76,278.67,5.85
557,hellvik,75,NO,1580954572,100,59.92,5.78,279.82,8.7
558,hunterville,0,NZ,1580954572,39,-39.93,175.57,299.26,1.79
559,gravdal,100,NO,1580954573,66,68.12,13.5,273.13,8.93
560,kaa-khem,0,RU,1580954574,87,51.68,94.73,252.03,0.12
561,hope mills,40,US,1580954574,100,34.97,-78.95,292.04,5.77
562,lasa,0,IT,1580954575,84,46.62,10.7,259.26,1.0
563,rio branco,100,BR,1580954438,100,-9.97,-67.81,297.15,1.28
564,niquelandia,100,BR,1580954576,91,-14.47,-48.46,294.26,0.25
565,ranau,75,MY,1580954576,78,5.95,116.66,302.59,1.5
566,bernalillo,75,MY,1580954576,78,5.95,116.66,302.59,1.5
567,wakkanai,75,JP,1580954551,85,45.41,141.67,263.15,3.1
568,vaitape,3,PF,1580954577,71,-16.52,-151.75,301.37,4.42
569,mujiayingzi,0,CN,1580954578,50,42.12,118.78,263.83,2.57
570,balkhash,100,KZ,1580954578,96,46.84,74.98,270.94,4.13
571,donskoye,100,RU,1580954579,60,45.46,41.97,278.15,5.0
572,tianpeng,0,CN,1580954579,93,30.99,103.94,287.04,2.0
